x,y,z,a,b,c,d,e,f,g,h,class
6,77,50971,27032,23939,37486,19821,17665,13485,7211,6274,2
6,77,39488,19264,20224,29305,13916,15389,10183,5348,4835,2
6,77,47651,23144,24507,37843,18175,19668,9808,4969,4839,2
6,77,28771,14341,14430,23306,11534,11772,5465,2807,2658,2
6,77,21256,10825,10431,17298,8846,8452,3958,1979,1979,2
6,77,11057,5734,5323,9016,4700,4316,2041,1034,1007,2
6,77,14284,7583,6701,11538,6217,5321,2746,1366,1380,2
6,77,885,483,402,674,369,305,211,114,97,2
6,78,942011,495360,446651,762423,400814,361609,179588,94546,85042,2
6,78,84454,45298,39156,69392,37180,32212,15062,8118,6944,2
6,78,90846,49562,41284,74483,40562,33921,16363,9000,7363,2
6,78,101504,55299,46205,83736,45433,38303,17768,9866,7902,2
6,78,104499,57311,47188,85324,46721,38603,19175,10590,8585,2
6,78,94904,50448,44456,76396,40772,35624,18508,9676,8832,2
6,78,79538,41808,37730,63090,33373,29717,16448,8435,8013,2
6,78,68842,35288,33554,55419,28476,26943,13423,6812,6611,2
6,78,64915,33089,31826,52368,26838,25530,12547,6251,6296,2
6,78,56715,29718,26997,45319,23765,21554,11396,5953,5443,2
6,78,46537,24310,22227,36445,19010,17435,10092,5300,4792,2
6,78,34601,18289,16312,26976,14191,12785,7625,4098,3527,2
6,78,26535,12395,14140,20812,9531,11281,5723,2864,2859,2
6,78,34889,16891,17998,28856,13870,14986,6033,3021,3012,2
6,78,20053,9923,10130,16524,8170,8354,3529,1753,1776,2
6,78,14081,6889,7192,11516,5632,5884,2565,1257,1308,2
6,78,7142,3404,3738,5841,2789,3052,1301,615,686,2
6,78,10168,4482,5686,8586,3796,4790,1582,686,896,2
6,78,1788,956,832,1340,705,635,448,251,197,2
6,79,1295189,682582,612607,975941,514177,461764,319248,168405,150843,2
6,79,109829,58566,51263,83950,44573,39377,25879,13993,11886,2
6,79,118889,64933,53956,90888,49445,41443,28001,15488,12513,2
6,79,135756,74811,60945,104820,57653,47167,30936,17158,13778,2
6,79,141962,77893,64069,107666,59094,48572,34296,18799,15497,2
6,79,132254,70251,62003,98454,52507,45947,33800,17744,16056,2
6,79,111538,58733,52805,82143,43451,38692,29395,15282,14113,2
6,79,96984,49434,47550,72763,37006,35757,24221,12428,11793,2
6,79,90741,46388,44353,68134,34939,33195,22607,11449,11158,2
6,79,79902,41556,38346,59812,31249,28563,20090,10307,9783,2
6,79,66717,34894,31823,48619,25411,23208,18098,9483,8615,2
6,79,50355,26963,23392,35971,19433,16538,14384,7530,6854,2
6,79,37525,17875,19650,26922,12581,14341,10603,5294,5309,2
6,79,46991,23234,23757,36213,17706,18507,10778,5528,5250,2
6,79,27552,13861,13691,21503,10767,10736,6049,3094,2955,2
6,79,20450,10125,10325,16136,8011,8125,4314,2114,2200,2
6,79,10271,4913,5358,8133,3880,4253,2138,1033,1105,2
6,79,15041,6920,8121,12239,5657,6582,2802,1263,1539,2
6,79,2432,1232,1200,1575,814,761,857,418,439,2
6,80,1743931,931562,812369,1190443,634139,556304,553488,297423,256065,2
6,80,149216,80259,68957,104559,56138,48421,44657,24121,20536,2
6,80,164383,89780,74603,115417,62798,52619,48966,26982,21984,2
6,80,183658,100180,83478,130444,70490,59954,53214,29690,23524,2
6,80,190097,105777,84320,133592,74015,59577,56505,31762,24743,2
6,80,177501,98746,78755,119371,67132,52239,58130,31614,26516,2
6,80,152975,83398,69577,99641,54550,45091,53334,28848,24486,2
6,80,131450,68401,63049,87791,45335,42456,43659,23066,20593,2
6,80,125209,64849,60360,84173,43598,40575,41036,21251,19785,2
6,80,110169,58018,52151,74065,38966,35099,36104,19052,17052,2
6,80,89708,47144,42564,58507,30599,27908,31201,16545,14656,2
6,80,68850,36743,32107,44411,23647,20764,24439,13096,11343,2
6,80,50521,24864,25657,32514,15369,17145,18007,9495,8512,2
6,80,58871,28599,30272,41505,20008,21497,17366,8591,8775,2
6,80,32992,16402,16590,23116,11370,11746,9876,5032,4844,2
6,80,24183,11620,12563,17206,8181,9025,6977,3439,3538,2
6,80,12647,6114,6533,9050,4402,4648,3597,1712,1885,2
6,80,17045,8229,8816,12272,6035,6237,4773,2194,2579,2
6,80,4456,2439,2017,2809,1506,1303,1647,933,714,2
6,81,1634445,866672,767773,1313123,696212,616911,321322,170460,150862,2
6,81,146979,79661,67318,119760,64831,54929,27219,14830,12389,2
6,81,159815,87697,72118,129839,70933,58906,29976,16764,13212,2
6,81,174834,95424,79410,142601,77517,65084,32233,17907,14326,2
6,81,176797,98593,78204,143042,79750,63292,33755,18843,14912,2
6,81,163504,88846,74658,129781,71030,58751,33723,17816,15907,2
6,81,143031,75801,67230,113348,60356,52992,29683,15445,14238,2
6,81,121942,62925,59017,97459,50399,47060,24483,12526,11957,2
6,81,110894,57511,53383,88138,45922,42216,22756,11589,11167,2
6,81,94702,49517,45185,74902,39205,35697,19800,10312,9488,2
6,81,78222,40472,37750,60872,31512,29360,17350,8960,8390,2
6,81,62787,32674,30113,48708,25219,23489,14079,7455,6624,2
6,81,48122,23654,24468,37406,18094,19312,10716,5560,5156,2
6,81,59421,28240,31181,48678,22862,25816,10743,5378,5365,2
6,81,33532,16775,16757,27912,13947,13965,5620,2828,2792,2
6,81,25294,12328,12966,21398,10446,10952,3896,1882,2014,2
6,81,13721,6739,6982,11652,5800,5852,2069,939,1130,2
6,81,18551,8548,10003,15897,7433,8464,2654,1115,1539,2
6,81,2297,1267,1030,1730,956,774,567,311,256,2
6,82,1061204,568479,492725,615040,332034,283006,446164,236445,209719,2
6,82,89807,49369,40438,54194,29779,24415,35613,19590,16023,2
6,82,97673,53894,43779,58560,32166,26394,39113,21728,17385,2
6,82,105308,58439,46869,63833,35083,28750,41475,23356,18119,2
6,82,112334,63037,49297,66292,37304,28988,46042,25733,20309,2
6,82,107524,58580,48944,61189,34115,27074,46335,24465,21870,2
6,82,93095,49523,43572,51896,28415,23481,41199,21108,20091,2
6,82,77927,40927,37000,44042,23570,20472,33885,17357,16528,2
6,82,72290,37485,34805,41077,21713,19364,31213,15772,15441,2
6,82,64264,33894,30370,36115,19475,16640,28149,14419,13730,2
6,82,54873,28886,25987,29722,15947,13775,25151,12939,12212,2
6,82,46402,24656,21746,24975,13253,11722,21427,11403,10024,2
6,82,36352,18503,17849,19496,9635,9861,16856,8868,7988,2
6,82,38753,19036,19717,23136,11167,11969,15617,7869,7748,2
6,82,22808,11584,11224,13809,6931,6878,8999,4653,4346,2
6,82,18476,9079,9397,11654,5719,5935,6822,3360,3462,2
6,82,9616,4805,4811,6036,3077,2959,3580,1728,1852,2
6,82,13278,6556,6722,8691,4516,4175,4587,2040,2547,2
6,82,424,226,198,323,169,154,101,57,44,2
6,83,958405,514667,443738,715066,384219,330847,243339,130448,112891,2
6,83,83782,46929,36853,62743,35295,27448,21039,11634,9405,2
6,83,88115,49613,38502,65595,36901,28694,22520,12712,9808,2
6,83,95290,53649,41641,71366,40034,31332,23924,13615,10309,2
6,83,99232,55516,43716,74406,41447,32959,24826,14069,10757,2
6,83,97455,52164,45291,72149,38925,33224,25306,13239,12067,2
6,83,86101,45694,40407,62896,33790,29106,23205,11904,11301,2
6,83,72322,37871,34451,53162,28082,25080,19160,9789,9371,2
6,83,67372,35408,31964,49243,26194,23049,18129,9214,8915,2
6,83,57535,30571,26964,42138,22367,19771,15397,8204,7193,2
6,83,47866,25629,22237,34891,18686,16205,12975,6943,6032,2
6,83,38988,20562,18426,28814,15021,13793,10174,5541,4633,2
6,83,30614,15597,15017,22754,11447,11307,7860,4150,3710,2
6,83,34994,16580,18414,27378,12732,14646,7616,3848,3768,2
6,83,20450,10296,10154,16126,8010,8116,4324,2286,2038,2
6,83,15912,7643,8269,12921,6163,6758,2991,1480,1511,2
6,83,8905,4365,4540,7323,3606,3717,1582,759,823,2
6,83,12493,6005,6488,10412,5084,5328,2081,921,1160,2
6,83,979,575,404,749,435,314,230,140,90,2
6,84,922088,486665,435423,789233,416358,372875,132855,70307,62548,2
6,84,77624,43646,33978,66741,37562,29179,10883,6084,4799,2
6,84,84458,47292,37166,72266,40488,31778,12192,6804,5388,2
6,84,98421,54382,44039,84900,46815,38085,13521,7567,5954,2
6,84,100389,55504,44885,86506,47784,38722,13883,7720,6163,2
6,84,91649,48700,42949,77898,41655,36243,13751,7045,6706,2
6,84,77459,40627,36832,65467,34314,31153,11992,6313,5679,2
6,84,66799,33538,33261,56758,28448,28310,10041,5090,4951,2
6,84,62872,32011,30861,53269,27119,26150,9603,4892,4711,2
6,84,54218,27553,26665,45910,23262,22648,8308,4291,4017,2
6,84,45503,23562,21941,38296,19869,18427,7207,3693,3514,2
6,84,36786,18974,17812,30861,15811,15050,5925,3163,2762,2
6,84,29112,14723,14389,24776,12402,12374,4336,2321,2015,2
6,84,34887,16410,18477,30705,14357,16348,4182,2053,2129,2
6,84,21441,10702,10739,18851,9407,9444,2590,1295,1295,2
6,84,16625,8127,8498,14748,7234,7514,1877,893,984,2
6,84,9111,4324,4787,8066,3858,4208,1045,466,579,2
6,84,13296,5852,7444,11913,5303,6610,1383,549,834,2
6,84,1438,738,700,1302,670,632,136,68,68,2
6,85,900332,474335,425997,666902,349710,317192,233430,124625,108805,2
6,85,80084,44763,35321,59401,33255,26146,20683,11508,9175,2
6,85,83035,46345,36690,60885,34109,26776,22150,12236,9914,2
6,85,91291,51004,40287,68361,38053,30308,22930,12951,9979,2
6,85,92184,50541,41643,69012,37654,31358,23172,12887,10285,2
6,85,91183,46855,44328,66797,34089,32708,24386,12766,11620,2
6,85,80970,41888,39082,58296,30060,28236,22674,11828,10846,2
6,85,68949,35064,33885,49665,25183,24482,19284,9881,9403,2
6,85,63093,32622,30471,45403,23427,21976,17690,9195,8495,2
6,85,53572,27531,26041,38699,19684,19015,14873,7847,7026,2
6,85,45090,23344,21746,32733,16740,15993,12357,6604,5753,2
6,85,35854,18584,17270,26457,13561,12896,9397,5023,4374,2
6,85,28375,14268,14107,21392,10651,10741,6983,3617,3366,2
6,85,33678,16177,17501,26739,12656,14083,6939,3521,3418,2
6,85,18907,9449,9458,15091,7506,7585,3816,1943,1873,2
6,85,14022,6610,7412,11343,5344,5999,2679,1266,1413,2
6,85,8072,3813,4259,6621,3130,3491,1451,683,768,2
6,85,11649,5282,6367,9753,4461,5292,1896,821,1075,2
6,85,324,195,129,254,147,107,70,48,22,2
6,86,1514432,816690,697742,472179,251462,220717,1042253,565228,477025,2
6,86,142809,77629,65180,48081,26552,21529,94728,51077,43651,2
6,86,143230,79041,64189,47219,26223,20996,96011,52818,43193,2
6,86,140348,77843,62505,49956,27568,22388,90392,50275,40117,2
6,86,136906,77231,59675,50022,27449,22573,86884,49782,37102,2
6,86,153479,83840,69639,50829,26704,24125,102650,57136,45514,2
6,86,158759,83403,75356,43885,23398,20487,114874,60005,54869,2
6,86,142161,75510,66651,35988,18779,17209,106173,56731,49442,2
6,86,123113,66384,56729,32071,16847,15224,91042,49537,41505,2
6,86,92575,51037,41538,25852,13689,12163,66723,37348,29375,2
6,86,70252,38273,31979,20546,10874,9672,49706,27399,22307,2
6,86,54138,28528,25610,16219,8338,7881,37919,20190,17729,2
6,86,42466,21147,21319,12547,6260,6287,29919,14887,15032,2
6,86,42350,20643,21707,14246,6778,7468,28104,13865,14239,2
6,86,27179,13941,13238,8560,4102,4458,18619,9839,8780,2
6,86,19674,9888,9786,6826,3336,3490,12848,6552,6296,2
6,86,10555,5384,5171,3570,1770,1800,6985,3614,3371,2
6,86,13945,6692,7253,5661,2739,2922,8284,3953,4331,2
6,86,493,276,217,101,56,45,392,220,172,2
6,87,1089263,571162,518101,965157,506086,459071,124106,65076,59030,2
6,87,174987,91540,83447,158887,83093,75794,16100,8447,7653,2
6,87,174052,92113,81939,157017,82953,74064,17035,9160,7875,2
6,87,160185,86053,74132,143980,77395,66585,16205,8658,7547,2
6,87,117902,63285,54617,104336,55913,48423,13566,7372,6194,2
6,87,93889,49309,44580,82290,43260,39030,11599,6049,5550,2
6,87,69915,36664,33251,60517,31784,28733,9398,4880,4518,2
6,87,56654,28320,28334,48836,24392,24444,7818,3928,3890,2
6,87,52633,26644,25989,45348,22971,22377,7285,3673,3612,2
6,87,43918,23196,20722,37838,19980,17858,6080,3216,2864,2
6,87,33711,17621,16090,28787,15021,13766,4924,2600,2324,2
6,87,25528,13713,11815,21889,11766,10123,3639,1947,1692,2
6,87,20272,9482,10790,17499,8098,9401,2773,1384,1389,2
6,87,25498,12673,12825,22549,11235,11314,2949,1438,1511,2
6,87,15802,8059,7743,13971,7131,6840,1831,928,903,2
6,87,10899,5786,5113,9599,5134,4465,1300,652,648,2
6,87,5365,2680,2685,4709,2376,2333,656,304,352,2
6,87,7324,3630,3694,6510,3265,3245,814,365,449,2
6,87,729,394,335,595,319,276,134,75,59,2
6,88,1809733,966110,843623,370878,198103,172775,1438855,768007,670848,2
6,88,174566,94350,80216,42873,23245,19628,131693,71105,60588,2
6,88,188037,102528,85509,43418,23776,19642,144619,78752,65867,2
6,88,193985,106285,87700,44691,24457,20234,149294,81828,67466,2
6,88,185941,103417,82524,42334,23207,19127,143607,80210,63397,2
6,88,183097,95954,87143,38970,20657,18313,144127,75297,68830,2
6,88,169976,86977,82999,31180,16570,14610,138796,70407,68389,2
6,88,146586,75110,71476,25565,13281,12284,121021,61829,59192,2
6,88,136115,70887,65228,23333,12208,11125,112782,58679,54103,2
6,88,108868,58575,50293,18914,9982,8932,89954,48593,41361,2
6,88,89749,48392,41357,15130,8130,7000,74619,40262,34357,2
6,88,67430,36914,30516,11113,5973,5140,56317,30941,25376,2
6,88,50587,26645,23942,8382,4211,4171,42205,22434,19771,2
6,88,45359,23861,21498,8751,4256,4495,36608,19605,17003,2
6,88,27231,14513,12718,5785,2870,2915,21446,11643,9803,2
6,88,18485,9730,8755,4385,2195,2190,14100,7535,6565,2
6,88,9385,4828,4557,2268,1117,1151,7117,3711,3406,2
6,88,12552,6195,6357,3314,1705,1609,9238,4490,4748,2
6,88,1784,949,835,472,263,209,1312,686,626,2
6,89,1042708,554497,488211,806164,428907,377257,236544,125590,110954,2
6,89,124058,66260,57798,100592,53492,47100,23466,12768,10698,2
6,89,128810,69330,59480,103579,55485,48094,25231,13845,11386,2
6,89,133527,72750,60777,105816,57512,48304,27711,15238,12473,2
6,89,118857,66686,52171,91929,51762,40167,26928,14924,12004,2
6,89,100067,53912,46155,75797,41069,34728,24270,12843,11427,2
6,89,78870,41768,37102,59044,31485,27559,19826,10283,9543,2
6,89,65073,32827,32246,48752,24583,24169,16321,8244,8077,2
6,89,62084,31737,30347,46088,23632,22456,15996,8105,7891,2
6,89,53307,27642,25665,39504,20402,19102,13803,7240,6563,2
6,89,43579,23017,20562,32070,16988,15082,11509,6029,5480,2
6,89,32837,17764,15073,24197,13096,11101,8640,4668,3972,2
6,89,25310,12678,12632,18800,9323,9477,6510,3355,3155,2
6,89,27242,13311,13931,21083,10295,10788,6159,3016,3143,2
6,89,18214,9104,9110,14278,7125,7153,3936,1979,1957,2
6,89,13612,7021,6591,10874,5635,5239,2738,1386,1352,2
6,89,7015,3522,3493,5652,2861,2791,1363,661,702,2
6,89,9683,4862,4821,7655,3917,3738,2028,945,1083,2
6,89,563,306,257,454,245,209,109,61,48,2
7,0,16787941,8987326,7800615,419042,226321,192721,16368899,8761005,7607894,2
7,0,1381200,734336,646864,39125,21481,17644,1342075,712855,629220,2
7,0,1535972,829487,706485,42594,23698,18896,1493378,805789,687589,2
7,0,1648147,895446,752701,45883,25479,20404,1602264,869967,732297,2
7,0,1667375,925118,742257,44367,24916,19451,1623008,900202,722806,2
7,0,1764060,951411,812649,44407,23805,20602,1719653,927606,792047,2
7,0,1668326,878196,790130,39250,20584,18666,1629076,857612,771464,2
7,0,1434699,757455,677244,33833,17431,16402,1400866,740024,660842,2
7,0,1319244,698455,620789,31648,16738,14910,1287596,681717,605879,2
7,0,1097197,590858,506339,25962,14180,11782,1071235,576678,494557,2
7,0,911213,495227,415986,19676,10981,8695,891537,484246,407291,2
7,0,687469,376222,311247,14347,7917,6430,673122,368305,304817,2
7,0,508892,269185,239707,10299,5372,4927,498593,263813,234780,2
7,0,472019,238103,233916,11624,5700,5924,460395,232403,227992,2
7,0,272452,139398,133054,6123,3125,2998,266329,136273,130056,2
7,0,189250,94947,94303,4318,2171,2147,184932,92776,92156,2
7,0,100693,50446,50247,2047,980,1067,98646,49466,49180,2
7,0,113031,53861,59170,3022,1482,1540,110009,52379,57630,2
7,0,16702,9175,7527,517,281,236,16185,8894,7291,2
7,90,3656539,1960922,1695617,213950,115680,98270,3442589,1845242,1597347,2
7,90,307414,164111,143303,19871,10882,8989,287543,153229,134314,2
7,90,347124,187943,159181,22216,12322,9894,324908,175621,149287,2
7,90,375025,204688,170337,24398,13363,11035,350627,191325,159302,2
7,90,374987,210646,164341,23613,13286,10327,351374,197360,154014,2
7,90,382984,206924,176060,22889,12488,10401,360095,194436,165659,2
7,90,351057,185056,166001,19485,10334,9151,331572,174722,156850,2
7,90,299952,156903,143049,16377,8391,7986,283575,148512,135063,2
7,90,280538,147110,133428,15663,8251,7412,264875,138859,126016,2
7,90,236781,126613,110168,13210,7160,6050,223571,119453,104118,2
7,90,196153,106866,89287,10077,5589,4488,186076,101277,84799,2
7,90,147333,80981,66352,7435,4161,3274,139898,76820,63078,2
7,90,108294,56878,51416,5153,2680,2473,103141,54198,48943,2
7,90,105858,53576,52282,5965,2929,3036,99893,50647,49246,2
7,90,58706,30327,28379,3029,1562,1467,55677,28765,26912,2
7,90,39977,20511,19466,2096,1084,1012,37881,19427,18454,2
7,90,20534,10333,10201,953,450,503,19581,9883,9698,2
7,90,22353,10653,11700,1376,669,707,20977,9984,10993,2
7,90,1469,803,666,144,79,65,1325,724,601,2
7,91,887978,475002,412976,17746,9546,8200,870232,465456,404776,2
7,91,70645,37522,33123,1587,833,754,69058,36689,32369,2
7,91,79761,42918,36843,1989,1091,898,77772,41827,35945,2
7,91,86043,46487,39556,2069,1207,862,83974,45280,38694,2
7,91,88499,48534,39965,1905,1029,876,86594,47505,39089,2
7,91,92874,49720,43154,1800,942,858,91074,48778,42296,2
7,91,88779,46575,42204,1734,897,837,87045,45678,41367,2
7,91,76867,40820,36047,1570,784,786,75297,40036,35261,2
7,91,70718,37918,32800,1431,772,659,69287,37146,32141,2
7,91,59201,32179,27022,1097,608,489,58104,31571,26533,2
7,91,49715,26860,22855,827,476,351,48888,26384,22504,2
7,91,37796,20915,16881,494,279,215,37302,20636,16666,2
7,91,27369,14718,12651,362,174,188,27007,14544,12463,2
7,91,24808,12650,12158,404,213,191,24404,12437,11967,2
7,91,13979,7105,6874,176,95,81,13803,7010,6793,2
7,91,9686,4834,4852,143,73,70,9543,4761,4782,2
7,91,4917,2372,2545,64,31,33,4853,2341,2512,2
7,91,5958,2668,3290,92,40,52,5866,2628,3238,2
7,91,363,207,156,2,2,66,361,205,156,2
7,92,2241624,1188425,1053199,21527,11718,9809,2220097,1176707,1043390,2
7,92,207063,109685,97378,2270,1241,1029,204793,108444,96349,2
7,92,230411,123561,106850,2629,1438,1191,227782,122123,105659,2
7,92,246457,132164,114293,2532,1394,1138,243925,130770,113155,2
7,92,250203,135292,114911,2393,1348,1045,247810,133944,113866,2
7,92,245508,129036,116472,2286,1248,1038,243222,127788,115434,2
7,92,213436,111102,102334,1920,1008,912,211516,110094,101422,2
7,92,176832,92506,84326,1764,922,842,175068,91584,83484,2
7,92,162115,84715,77400,1590,861,729,160525,83854,76671,2
7,92,134003,72073,61930,1184,664,520,132819,71409,61410,2
7,92,108066,58651,49415,885,496,389,107181,58155,49026,2
7,92,77352,42688,34664,558,322,236,76794,42366,34428,2
7,92,56449,29407,27042,449,226,223,56000,29181,26819,2
7,92,59095,29447,29648,456,233,223,58639,29214,29425,2
7,92,31386,16218,15168,258,132,126,31128,16086,15042,2
7,92,20527,10616,9911,158,83,75,20369,10533,9836,2
7,92,8973,4574,4399,66,31,35,8907,4543,4364,2
7,92,10881,5151,5730,93,49,44,10788,5102,5686,2
7,92,2867,1539,1328,36,22,14,2831,1517,1314,2
7,93,1709346,907500,801846,3530,1861,1669,1705816,905639,800177,2
7,93,134195,71229,62966,283,169,114,133912,71060,62852,2
7,93,147571,80077,67494,242,133,109,147329,79944,67385,2
7,93,156648,85026,71622,232,121,111,156416,84905,71511,2
7,93,160541,88681,71860,234,135,99,160307,88546,71761,2
7,93,175202,93387,81815,343,166,177,174859,93221,81638,2
7,93,174806,90961,83845,396,196,200,174410,90765,83645,2
7,93,151437,79744,71693,407,224,183,151030,79520,71510,2
7,93,136723,71704,65019,321,166,155,136402,71538,64864,2
7,93,113369,60415,52954,250,143,107,113119,60272,52847,2
7,93,95628,50706,44922,178,101,77,95450,50605,44845,2
7,93,75247,40420,34827,181,79,102,75066,40341,34725,2
7,93,56384,29346,27038,115,67,48,56269,29279,26990,2
7,93,51038,25347,25691,112,53,59,50926,25294,25632,2
7,93,31613,15858,15755,88,35,53,31525,15823,15702,2
7,93,22906,11397,11509,63,29,34,22843,11368,11475,2
7,93,12574,6471,6103,46,22,24,12528,6449,6079,2
7,93,12362,6089,6273,34,19,15,12328,6070,6258,2
7,93,1102,642,460,5,3,2,1097,639,458,2
7,94,142004,77942,64062,786,277,7,142004,77942,64062,2
7,94,8605,4542,4063,786,277,7,8605,4542,4063,2
7,94,10330,5469,4861,786,277,7,10330,5469,4861,2
7,94,12312,6565,5747,786,277,7,12312,6565,5747,2
7,94,14164,7914,6250,786,277,7,14164,7914,6250,2
7,94,16611,9528,7083,786,277,7,16611,9528,7083,2
7,94,14054,7791,6263,786,277,7,14054,7791,6263,2
7,94,11123,6097,5026,786,277,7,11123,6097,5026,2
7,94,11012,5780,5232,786,277,7,11012,5780,5232,2
7,94,11160,5812,5348,786,277,7,11160,5812,5348,2
7,94,10618,5923,4695,786,277,7,10618,5923,4695,2
7,94,8628,4978,3650,786,277,7,8628,4978,3650,2
7,94,6009,3876,2133,786,143,7,6009,3876,2133,2
7,94,2750,1594,1156,786,143,7,2750,1594,1156,2
7,94,1414,679,735,786,143,7,1414,679,735,2
7,94,1146,492,654,786,143,7,1146,492,654,2
7,94,764,311,453,786,143,7,764,311,453,2
7,94,1062,461,601,786,143,71,1062,461,601,2
7,94,242,130,112,786,143,71,242,130,112,2
7,95,582320,307821,274499,672,143,71,582320,307821,274499,2
7,95,43670,22791,20879,672,143,71,43670,22791,20879,2
7,95,46667,24496,22171,672,143,71,46667,24496,22171,2
7,95,50735,26999,23736,672,143,71,50735,26999,23736,2
7,95,55244,30148,25096,672,143,71,55244,30148,25096,2
7,95,62330,33308,29022,672,143,71,62330,33308,29022,2
7,95,59004,31008,27996,672,143,71,59004,31008,27996,2
7,95,50745,27061,23684,672,143,71,50745,27061,23684,2
7,95,45599,24157,21442,672,143,71,45599,24157,21442,2
7,95,39067,20886,18181,672,143,71,39067,20886,18181,2
7,95,34122,18170,15952,672,143,71,34122,18170,15952,2
7,95,27735,14945,12790,672,143,71,27735,14945,12790,2
7,95,20849,11141,9708,672,143,71,20849,11141,9708,2
7,95,18411,9371,9040,672,143,71,18411,9371,9040,2
7,95,10473,5173,5300,672,143,71,10473,5173,5300,2
7,95,7629,3550,4079,672,143,71,7629,3550,4079,2
7,95,4319,2034,2285,672,143,71,4319,2034,2285,2
7,95,5032,2220,2812,672,143,71,5032,2220,2812,2
7,95,689,363,326,672,143,71,689,363,326,2
7,96,2543243,1356240,1187003,6420,3355,3065,2536823,1352885,1183938,2
7,96,197959,105040,92919,634,343,291,197325,104697,92628,2
7,96,219677,118964,100713,664,375,289,219013,118589,100424,2
7,96,235420,128650,106770,631,356,275,234789,128294,106495,2
7,96,238589,133446,105143,621,342,279,237968,133104,104864,2
7,96,257209,139715,117494,668,312,356,256541,139403,117138,2
7,96,250311,131549,118762,639,325,314,249672,131224,118448,2
7,96,218338,114672,103666,577,292,285,217761,114380,103381,2
7,96,202223,106792,95431,461,245,216,201762,106547,95215,2
7,96,168417,90195,78222,370,191,179,168047,90004,78043,2
7,96,143537,76689,66848,274,159,115,143263,76530,66733,2
7,96,112391,59900,52491,214,110,104,112177,59790,52387,2
7,96,86508,44411,42097,163,83,80,86345,44328,42017,2
7,96,82435,40676,41759,230,105,125,82205,40571,41634,2
7,96,50769,25731,25038,126,50,76,50643,25681,24962,2
7,96,35989,17992,17997,59,32,27,35930,17960,17970,2
7,96,20006,10201,9805,28,8,20,19978,10193,9785,2
7,96,20855,10194,10661,61,27,34,20794,10167,10627,2
7,96,2610,1423,1187,71,77,717,2610,1423,1187,2
7,97,2292958,1246046,1046912,143676,77342,66334,2149282,1168704,980578,2
7,97,185308,100046,85262,13278,7399,5879,172030,92647,79383,2
7,97,199491,109428,90063,13517,7638,5879,185974,101790,84184,2
7,97,213188,117472,95716,14672,8281,6391,198516,109191,89325,2
7,97,213416,120442,92974,14197,7917,6280,199219,112525,86694,2
7,97,243304,133568,109736,15171,7931,7240,228133,125637,102496,2
7,97,242248,129198,113050,13917,7193,6724,228331,122005,106326,2
7,97,211004,113160,97844,12129,6274,5855,198875,106886,91989,2
7,97,189213,101889,87324,11226,5903,5323,177987,95986,82001,2
7,97,155963,84826,71137,9134,4984,4150,146829,79842,66987,2
7,97,127029,70319,56710,6936,3860,3076,120093,66459,53634,2
7,97,94277,52045,42232,5073,2728,2345,89204,49317,39887,2
7,97,69127,37545,31582,3787,1985,1802,65340,35560,29780,2
7,97,59849,30625,29224,4180,2026,2154,55669,28599,27070,2
7,97,34456,17950,16506,2312,1173,1139,32144,16777,15367,2
7,97,23175,11733,11442,1694,817,877,21481,10916,10565,2
7,97,12582,6267,6315,856,419,437,11726,5848,5878,2
7,97,15209,7237,7972,1285,653,632,13924,6584,7340,2
7,97,4119,2296,1823,312,161,151,3807,2135,1672,2
7,98,2731929,1467428,1264501,12193,6819,5374,2719736,1460609,1259127,2
7,98,226341,119370,106971,1202,614,588,225139,118756,106383,2
7,98,254940,136631,118309,1337,701,636,253603,135930,117673,2
7,98,272319,147395,124924,1349,757,592,270970,146638,124332,2
7,98,271732,150015,121717,1404,859,545,270328,149156,121172,2
7,98,288038,156225,131813,1250,718,532,286788,155507,131281,2
7,98,274631,144956,129675,1159,631,528,273472,144325,129147,2
7,98,238401,126492,111909,1009,544,465,237392,125948,111444,2
7,98,221103,118390,102713,956,540,416,220147,117850,102297,2
7,98,179236,97859,81377,717,430,287,178519,97429,81090,2
7,98,146345,81043,65302,499,300,199,145846,80743,65103,2
7,98,106710,59350,47360,392,238,154,106318,59112,47206,2
7,98,77903,41863,36040,270,157,113,77633,41706,35927,2
7,98,67775,34817,32958,277,141,136,67498,34676,32822,2
7,98,39656,20357,19299,134,78,56,39522,20279,19243,2
7,98,28215,13822,14393,105,53,52,28110,13769,14341,2
7,98,16024,7883,8141,34,19,15,15990,7864,8126,2
7,98,19319,9188,10131,81,25,56,19238,9163,10075,2
7,98,3241,1772,1469,18,14,4,3223,1758,1465,2
